Protein Accession,Gene Names,Protein Annotation,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
tr|G3XA17|G3XA17_MOUSE,Eif4g2,Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=1,134359.6,135896.8,134856.5,141300.9,162819.2,157734.2,186353.3,189063.3
sp|Q62448|IF4G2_MOUSE,Eif4g2,Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=2,134201.9,135304.3,135287.2,141357.6,162792.6,157649.5,186436.8,188903.8
sp|Q9WUK2|IF4H_MOUSE,Eif4h,Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h PE=1 SV=3,131682.9,119434.8,136404,125118,148184.7,143767.8,171312.6,186396.3
sp|Q9WUK2-2|IF4H_MOUSE,Eif4h,Isoform Short of Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h,131682.9,117173.7,133247.6,123738.3,148184.7,144646.4,173528.7,189576.2
sp|P59325|IF5_MOUSE,Eif5,Eukaryotic translation initiation factor 5 OS=Mus musculus GN=Eif5 PE=1 SV=1,155899,154759.5,143829.4,145338.3,176624.9,177512.9,202398,215097.8
sp|Q8VEB6|RNZ1_MOUSE,Elac1,Zinc phosphodiesterase ELAC protein 1 OS=Mus musculus GN=Elac1 PE=2 SV=1,25396.1,27159.2,26548.4,25451.6,25859.9,27891.5,22698.5,23407
sp|Q80Y81|RNZ2_MOUSE,Elac2,Zinc phosphodiesterase ELAC protein 2 OS=Mus musculus GN=Elac2 PE=1 SV=1,94542.4,95500.5,86074,95628.2,110302.4,108926.4,134550.2,132772.9
sp|Q3UP87|ELNE_MOUSE,Elane,Neutrophil elastase OS=Mus musculus GN=Elane PE=2 SV=1,8561.6,8562.9,8526,8974.1,6520.1,6870.6,6726,5669.7
sp|P70372|ELAV1_MOUSE,Elavl1,ELAV-like protein 1 OS=Mus musculus GN=Elavl1 PE=1 SV=2,202737.3,199349.8,208761.9,195443,214848.4,208571.4,237186.1,239034.2
sp|Q60775|ELF1_MOUSE,Elf1,ETS-related transcription factor Elf-1 OS=Mus musculus GN=Elf1 PE=2 SV=1,83509.4,79302.6,77213.7,80935.6,66741.2,73859.8,55350.2,58799.7
sp|Q9JHC9|ELF2_MOUSE,Elf2,ETS-related transcription factor Elf-2 OS=Mus musculus GN=Elf2 PE=1 SV=1,42132.2,42738.2,35321,40811.9,35284.8,36456.6,31121,31394.8
sp|Q9Z2U4|ELF4_MOUSE,Elf4,ETS-related transcription factor Elf-4 OS=Mus musculus GN=Elf4 PE=2 SV=2,31693.6,31138.1,31380.3,31150.2,24341.7,25281.5,21995,22167.8
sp|Q8BPU7|ELMO1_MOUSE,Elmo1,Engulfment and cell motility protein 1 OS=Mus musculus GN=Elmo1 PE=1 SV=2,193523.8,186428.5,186209.1,183445,189532.2,193448.2,176463.4,185863.9
sp|Q8BHL5|ELMO2_MOUSE,Elmo2,Engulfment and cell motility protein 2 OS=Mus musculus GN=Elmo2 PE=1 SV=1,128340.6,117004.1,126327,120189.4,114490.8,116677.4,89274.7,87648.1
sp|Q8BGF6|ELMD2_MOUSE,Elmod2,ELMO domain-containing protein 2 OS=Mus musculus GN=Elmod2 PE=2 SV=1,31078.8,26695.5,33890.9,33551,31956.1,33012.2,28911.5,29170.7
tr|E9Q2I4|E9Q2I4_MOUSE,Elmsan1,Protein Elmsan1 OS=Mus musculus GN=Elmsan1 PE=1 SV=1,84789.2,83496.1,44409.2,93847.7,74806,75609.6,79941.2,78522.3
sp|Q9CZX0|ELP3_MOUSE,Elp3,Elongator complex protein 3 OS=Mus musculus GN=Elp3 PE=2 SV=1,60471.3,55842,52856.5,63139.5,66942.3,65821.7,79098.4,80460.1
sp|Q9ER73|ELP4_MOUSE,Elp4,Elongator complex protein 4 OS=Mus musculus GN=Elp4 PE=2 SV=2,72686.7,73048.2,71904,75547.9,70645.2,72769.1,89453.6,94504.5
sp|Q8BK75|ELP6_MOUSE,Elp6,Elongator complex protein 6 OS=Mus musculus GN=Elp6 PE=2 SV=1,57529.2,55393.5,56297.7,54326.7,57848.3,58347.9,68745.1,67237.5
sp|P21995|EMB_MOUSE,Emb,Embigin OS=Mus musculus GN=Emb PE=1 SV=2,99787.9,101815.3,94780,92515.4,90102.3,95422.6,100072.8,101170
sp|Q8C7X2|EMC1_MOUSE,Emc1,ER membrane protein complex subunit 1 OS=Mus musculus GN=Emc1 PE=1 SV=1,112791.5,105577.6,112419.8,103777.2,126998.7,122013.2,134723.6,134881.9
sp|Q8C7X2-2|EMC1_MOUSE,Emc1,Isoform 2 of ER membrane protein complex subunit 1 OS=Mus musculus GN=Emc1,112605.2,105109.9,112035.9,106171.6,126968.7,121592.9,135448.2,135284
sp|Q9CRD2|EMC2_MOUSE,Emc2,ER membrane protein complex subunit 2 OS=Mus musculus GN=Emc2 PE=2 SV=1,81799,79517,60771.2,86867.2,80542.5,79022.3,105895.8,105027.6
sp|Q99KI3|EMC3_MOUSE,Emc3,ER membrane protein complex subunit 3 OS=Mus musculus GN=Emc3 PE=2 SV=3,57005.9,52920.8,55752.8,50770.2,57773.7,57199,63375.5,65978.3
sp|Q9CZX9|EMC4_MOUSE,Emc4,ER membrane protein complex subunit 4 OS=Mus musculus GN=Emc4 PE=2 SV=1,53176.6,45228.6,53695.3,56520.8,59483.7,54453.4,70039.1,67041.5
sp|Q9CQW0|EMC6_MOUSE,Emc6,ER membrane protein complex subunit 6 OS=Mus musculus GN=Emc6 PE=2 SV=1,22960.4,22461.7,21439.5,22350.9,23445.8,22978.2,25628.8,22868.2
sp|Q9EP72|EMC7_MOUSE,Emc7,ER membrane protein complex subunit 7 OS=Mus musculus GN=Emc7 PE=2 SV=1,72759.9,75002.2,71996.9,78785.6,82642.6,84176.9,111310.6,105274.6
sp|O70378|EMC8_MOUSE,Emc8,ER membrane protein complex subunit 8 OS=Mus musculus GN=Emc8 PE=1 SV=1,70909.4,68555.6,78043.6,66315.3,76935.8,77002.4,86232.1,83802.3
sp|O08579|EMD_MOUSE,Emd,Emerin OS=Mus musculus GN=Emd PE=1 SV=1,127649.8,124592.9,132363.5,131003.5,128736.1,130953.3,150383.7,153120.7
sp|Q56A04|EME2_MOUSE,Eme2,Probable crossover junction endonuclease EME2 OS=Mus musculus GN=Eme2 PE=2 SV=2,64231.6,64684.5,60298.1,69303.5,60808.9,60456.8,51832.2,52162.4
sp|O35130|NEP1_MOUSE,Emg1,Ribosomal RNA small subunit methyltransferase NEP1 OS=Mus musculus GN=Emg1 PE=2 SV=1,103735,103487.3,80068.4,109680.7,98891.5,100128.6,133232.8,134178.2
sp|Q7TNG5|EMAL2_MOUSE,Eml2,Echinoderm microtubule-associated protein-like 2 OS=Mus musculus GN=Eml2 PE=2 SV=1,120190,115530.9,125108.7,111282,109948.4,114224.2,107879.6,110304.8
sp|Q8VC03|EMAL3_MOUSE,Eml3,Echinoderm microtubule-associated protein-like 3 OS=Mus musculus GN=Eml3 PE=1 SV=1,88142.1,83232.1,87014.2,83877.3,79034.3,77903.3,75798.3,77714.8
sp|Q3UMY5|EMAL4_MOUSE,Eml4,Echinoderm microtubule-associated protein-like 4 OS=Mus musculus GN=Eml4 PE=1 SV=1,80580.8,78057.4,48363.8,80214.2,91319.8,87932.1,92048.6,95101.8
sp|Q3UMY5-2|EMAL4_MOUSE,Eml4,Isoform 2 of Echinoderm microtubule-associated protein-like 4 OS=Mus musculus GN=Eml4,90166.6,87236.9,55640.7,89503.9,102009.2,98705.5,103550.8,106904.7
sp|Q8BQM8|EMAL5_MOUSE,Eml5,Echinoderm microtubule-associated protein-like 5 OS=Mus musculus GN=Eml5 PE=2 SV=2,13244,13635.6,12546.5,12491.6,12773.1,14100.9,13384.7,11872.7
sp|Q8BMB0-2|EMSY_MOUSE,Emsy,Isoform 2 of Protein EMSY OS=Mus musculus GN=Emsy,67595.6,67871.3,45801.8,64370.2,62250.8,61640.8,61119.9,60644.9
sp|Q8BMB0|EMSY_MOUSE,Emsy,Protein EMSY OS=Mus musculus GN=Emsy PE=1 SV=2,92995.6,93460.8,63703,87091.6,85053.8,85278.4,85606.2,83742.7
sp|O35709|ENC1_MOUSE,Enc1,Ectoderm-neural cortex protein 1 OS=Mus musculus GN=Enc1 PE=2 SV=2,16643.2,15098.4,5600.2,15183.5,13606.5,16388.6,13140.9,13356.8
sp|Q8C522|ENDD1_MOUSE,Endod1,Endonuclease domain-containing 1 protein OS=Mus musculus GN=Endod1 PE=1 SV=2,14703.7,14523.3,16514.1,16384.4,14669.4,15809.3,14307,13574.9
sp|O08600|NUCG_MOUSE,Endog,"Endonuclease G, mitochondrial OS=Mus musculus GN=Endog PE=2 SV=1",57078.5,58622.2,62174.8,58815.9,61066.3,60713.7,60822.6,62004.5
sp|Q8BX80|ENASE_MOUSE,Engase,Cytosolic endo-beta-N-acetylglucosaminidase OS=Mus musculus GN=Engase PE=2 SV=1,84119.2,82730.5,82112.9,79378.4,80448.3,80643.8,68385,68942.2
sp|P17182|ENOA_MOUSE,Eno1,Alpha-enolase OS=Mus musculus GN=Eno1 PE=1 SV=3,1172166.3,1192626.9,1187886.7,1177988.8,1109638.3,1155377,1064148.7,1040483.7
sp|P21550|ENOB_MOUSE,Eno3,Beta-enolase OS=Mus musculus GN=Eno3 PE=1 SV=3,90234.9,93208.7,94346.6,96796.9,90371,91378,92115.6,87509.8
sp|Q8BGB7|ENOPH_MOUSE,Enoph1,Enolase-phosphatase E1 OS=Mus musculus GN=Enoph1 PE=2 SV=1,105489.5,104410.8,106615.2,103339.5,104203.3,105795.1,109186.5,112603.1
sp|P06802|ENPP1_MOUSE,Enpp1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Mus musculus GN=Enpp1 PE=1 SV=4,4288.7,5236.6,5701.9,3973.1,5094.7,4969.2,6033.5,5058.5
sp|Q8BTJ4|ENPP4_MOUSE,Enpp4,Bis(5'-adenosyl)-triphosphatase enpp4 OS=Mus musculus GN=Enpp4 PE=1 SV=1,9857.2,10143.2,9012.3,10958,9439.4,10381.6,8457.1,10693
sp|P60840|ENSA_MOUSE,Ensa,Alpha-endosulfine OS=Mus musculus GN=Ensa PE=1 SV=1,117223.3,110457.2,103423.9,111602.6,115242.3,114516,116614.6,119285.4
sp|Q3U3N6|AP4AT_MOUSE,Enthd2,AP-4 complex accessory subunit tepsin OS=Mus musculus GN=Enthd2 PE=2 SV=1,37378.8,38110.3,40058.5,35211.3,39857.8,40105.9,43299.5,41665.7
sp|Q9WUZ9|ENTP5_MOUSE,Entpd5,Ectonucleoside triphosphate diphosphohydrolase 5 OS=Mus musculus GN=Entpd5 PE=1 SV=1,70781.3,65277.2,76653.8,63999.7,62058.5,65445.1,49966.5,50996
sp|Q9JIX0|ENY2_MOUSE,Eny2,Transcription and mRNA export factor ENY2 OS=Mus musculus GN=Eny2 PE=2 SV=1,114242.9,110572.1,112392.6,102759.5,115524.2,120121.6,138844.8,133649.5
sp|Q8BYW9|EOGT_MOUSE,Eogt,EGF domain-specific O-linked N-acetylglucosamine transferase OS=Mus musculus GN=Eogt PE=1 SV=1,24668.6,25349.8,28850.3,26497.2,29693.6,26763,34180,30895.9
sp|B2RWS6|EP300_MOUSE,Ep300,Histone acetyltransferase p300 OS=Mus musculus GN=Ep300 PE=1 SV=2,148762.5,142726.5,92307.2,150029.7,152752.4,155638.2,148466.7,147742.2
sp|Q8CHI8|EP400_MOUSE,Ep400,E1A-binding protein p400 OS=Mus musculus GN=Ep400 PE=1 SV=3,111605.8,102908.1,41367.4,118254.7,86634.9,89085.2,100470,92723.6
tr|F6R9G0|F6R9G0_MOUSE,Ep400,E1A-binding protein p400 (Fragment) OS=Mus musculus GN=Ep400 PE=4 SV=1,50880.4,45059.2,19268.6,51755.5,39834,40578.4,46874.2,42951.1
tr|A2AUK8|A2AUK8_MOUSE,Epb4,Band 4.1-like protein 1 OS=Mus musculus GN=Epb4.1l1 PE=1 SV=1,62391.1,63087.9,60763.6,61640.8,61025.9,64137.1,54002.4,50878.6
tr|A2AUK5|A2AUK5_MOUSE,Epb4,Band 4.1-like protein 1 OS=Mus musculus GN=Epb4.1l1 PE=1 SV=1,38137.9,38663.5,37781.5,38047,37551.3,40452.6,33445.1,31350.4
tr|E9PV14|E9PV14_MOUSE,Epb4,Band 4.1-like protein 1 (Fragment) OS=Mus musculus GN=Epb4.1l1 PE=1 SV=1,28088.8,30746.4,28112.7,30172,29669.3,32031,29270.9,28058.1
tr|A2A841|A2A841_MOUSE,Epb4,Protein 4.1 OS=Mus musculus GN=Epb4.1 PE=1 SV=1,132033.1,127856.4,125582.6,128827.3,135936.4,139430.7,134170.2,137139.5
sp|O70318|E41L2_MOUSE,Epb41l2,Band 4.1-like protein 2 OS=Mus musculus GN=Epb41l2 PE=1 SV=2,123748.7,121879.7,120221.4,123443.5,137717.6,137968.5,130977.2,131023.4
sp|Q9WV92|E41L3_MOUSE,Epb41l3,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1,34154.6,36378,32963.5,37861.9,39005.7,40096.6,38069.7,36437.8
sp|Q8C9X6|EPC1_MOUSE,Epc1,Enhancer of polycomb homolog 1 OS=Mus musculus GN=Epc1 PE=2 SV=1,59549.5,53883.3,34979,62409.5,56835.2,56488.8,54625.2,51945.7
sp|Q8C0I4|EPC2_MOUSE,Epc2,Enhancer of polycomb homolog 2 OS=Mus musculus GN=Epc2 PE=2 SV=2,39864.7,39450.3,37533.1,42494.5,42786.6,42350,44339.9,45522.9
sp|Q80TA9|EPG5_MOUSE,Epg5,Ectopic P granules protein 5 homolog OS=Mus musculus GN=Epg5 PE=2 SV=2,40140.1,39972.3,35281.4,37533,41410.3,41098.8,43255.9,43242.7
sp|Q9D379|HYEP_MOUSE,Ephx1,Epoxide hydrolase 1 OS=Mus musculus GN=Ephx1 PE=1 SV=2,157956.9,153064.4,168012.1,162245.9,158201.5,158129.6,141089,137385.9
sp|Q8VEH5|EPMIP_MOUSE,Epm2aip1,EPM2A-interacting protein 1 OS=Mus musculus GN=Epm2aip1 PE=2 SV=1,50497,48819.5,54176.1,49773.8,55091.8,53352.3,51953.5,53556.7
sp|Q80VP1|EPN1_MOUSE,Epn1,Epsin-1 OS=Mus musculus GN=Epn1 PE=1 SV=3,37236.3,33253.2,35880.8,32882.8,33543.9,34043.4,30010.5,28151.9
sp|Q8R0W0|EPIPL_MOUSE,Eppk1,Epiplakin OS=Mus musculus GN=Eppk1 PE=1 SV=2,42229.5,44005.9,43397.7,42166.7,41914.6,41568.3,35679.3,37092.3
sp|P42567|EPS15_MOUSE,Eps15,Epidermal growth factor receptor substrate 15 OS=Mus musculus GN=Eps15 PE=1 SV=1,125036.2,123077.5,134314.8,121700.6,124576.1,122684,133030.2,127290.7
sp|Q60902|EP15R_MOUSE,Eps15l1,Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1 PE=1 SV=3,134103.7,137018.4,138679.4,126785.3,141432.4,145504.4,140509.5,144379.3
sp|Q60902-4|EP15R_MOUSE,Eps15l1,Isoform 4 of Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1,134056.3,135656.4,137229,125893,142870.6,145751.6,141608.6,146809.6
sp|Q8R5F8|ES8L1_MOUSE,Eps8l1,Epidermal growth factor receptor kinase substrate 8-like protein 1 OS=Mus musculus GN=Eps8l1 PE=1 SV=1,14995.5,16893.2,16873.3,15745.1,15112.4,16212.2,13063.1,13594.7
sp|Q8VDI1|ESIP1_MOUSE,Epsti1,Epithelial-stromal interaction protein 1 OS=Mus musculus GN=Epsti1 PE=1 SV=2,55113.1,51679.7,40191.3,67038.1,35171.5,35839.5,27423.9,28547.4
sp|Q80TA1|EPT1_MOUSE,Ept1,Ethanolaminephosphotransferase 1 OS=Mus musculus GN=Ept1 PE=2 SV=3,6455.4,7402.7,5516.7,7135.2,7974.3,6346.2,11062.9,10327.3
sp|Q9CZU4|ERAL1_MOUSE,Eral1,"GTPase Era, mitochondrial OS=Mus musculus GN=Eral1 PE=2 SV=1",29902.7,31035,31641.1,30786.7,35548.5,33189.9,43079.5,41746.1
sp|Q9EQH2|ERAP1_MOUSE,Erap1,Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus GN=Erap1 PE=2 SV=2,183961.1,181177.7,202329.3,174479.2,213980.3,210503.1,219723.1,216343.5
sp|Q80TH2|LAP2_MOUSE,Erbb2ip,Protein LAP2 OS=Mus musculus GN=Erbb2ip PE=1 SV=3,122156.2,118898.3,123083.4,114368.2,136424.8,134623.7,127629.4,131294.6
tr|V9GXL1|V9GXL1_MOUSE,Erc1,ELKS/Rab6-interacting/CAST family member 1 (Fragment) OS=Mus musculus GN=Erc1 PE=4 SV=1,41554.8,41236.2,43641.3,40774,43644.1,42864.6,44196.5,46219.4
sp|Q99MI1|RB6I2_MOUSE,Erc1,ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1,66862.8,61981.2,67800.1,65346.5,71395.1,70111.3,74966.6,79488.9
tr|F8VPM7|F8VPM7_MOUSE,Erc1,ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1,66848.2,62183.1,68346.6,65238,71510.6,69631.8,75344.5,79709.1
sp|Q6PH08|ERC2_MOUSE,Erc2,ERC protein 2 OS=Mus musculus GN=Erc2 PE=2 SV=2,63604,63466.2,62663.9,62340.6,71075.2,70310.5,82726.3,82143.3
sp|P07903|ERCC1_MOUSE,Ercc1,DNA excision repair protein ERCC-1 OS=Mus musculus GN=Ercc1 PE=2 SV=2,63634.1,59948.5,60929.6,58033.5,60619.4,60558.3,56526.8,55894.2
sp|O08811|ERCC2_MOUSE,Ercc2,TFIIH basal transcription factor complex helicase XPD subunit OS=Mus musculus GN=Ercc2 PE=2 SV=2,73995.7,71976.1,75804.8,70775.4,85891.8,82915.5,87847.5,86452.3
sp|P49135|ERCC3_MOUSE,Ercc3,TFIIH basal transcription factor complex helicase XPB subunit OS=Mus musculus GN=Ercc3 PE=2 SV=1,64261.6,60433.9,58994.6,64402.6,67119.7,67842,69707.7,70952.8
sp|Q9QZD4|XPF_MOUSE,Ercc4,DNA repair endonuclease XPF OS=Mus musculus GN=Ercc4 PE=2 SV=3,58870.8,57785,54986.2,56467.2,56352.5,56425.3,52268.7,50580.4
sp|P35689|ERCC5_MOUSE,Ercc5,DNA repair protein complementing XP-G cells homolog OS=Mus musculus GN=Ercc5 PE=1 SV=4,44350.4,45661.6,48039.7,44309.4,43036.4,42148.4,41245.4,43745.9
sp|Q8BHK9|ERC6L_MOUSE,Ercc6l,DNA excision repair protein ERCC-6-like OS=Mus musculus GN=Ercc6l PE=1 SV=1,27573.9,27593.5,28514.6,26921.2,29267.3,28980.6,35863.3,35146.7
sp|Q9DC16|ERGI1_MOUSE,Ergic1,Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus GN=Ergic1 PE=1 SV=1,40750.1,40917.9,46645.2,42431.8,42506.5,44100.2,55767.6,52428.2
sp|Q9CR89|ERGI2_MOUSE,Ergic2,Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Mus musculus GN=Ergic2 PE=2 SV=1,21941.9,21083.7,22950.7,21307.8,21584.2,21513.8,24222.9,21280.7
sp|Q9CQE7|ERGI3_MOUSE,Ergic3,Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Mus musculus GN=Ergic3 PE=2 SV=1,42912.8,40562.8,49151.2,42540.1,46738.2,43169.6,55100.6,51319.9
sp|P84089|ERH_MOUSE,Erh,Enhancer of rudimentary homolog OS=Mus musculus GN=Erh PE=1 SV=1,160404.1,156455.8,173512.7,150960.5,159193.5,159814.5,156091.9,159228.5
tr|G3UW85|G3UW85_MOUSE,Erh,Enhancer of rudimentary homolog OS=Mus musculus GN=Erh PE=4 SV=1,160432.4,156433.8,172857.6,151131,159099.1,159398.1,156979.2,159459.9
sp|Q7TMF2|ERI1_MOUSE,Eri1,3'-5' exoribonuclease 1 OS=Mus musculus GN=Eri1 PE=1 SV=2,64231.5,64703.9,53980.2,62212.1,67277.3,67785.9,79747.2,80917.6
tr|E9PY43|E9PY43_MOUSE,Erich1,Protein Erich1 OS=Mus musculus GN=Erich1 PE=4 SV=1,55148.2,54721.6,57609.8,52365,59077.1,55297,62161.5,62030.4
sp|Q8VEH8|ERLEC_MOUSE,Erlec1,Endoplasmic reticulum lectin 1 OS=Mus musculus GN=Erlec1 PE=2 SV=1,54290.8,59188.6,64536.8,55143.3,57362,57509,68471.7,65523.9
sp|Q8BFZ9|ERLN2_MOUSE,Erlin2,Erlin-2 OS=Mus musculus GN=Erlin2 PE=1 SV=1,88196.3,86684.3,93634.1,83078.2,100999.7,100464.7,126045.4,131059.3
sp|Q3UVK0|ERMP1_MOUSE,Ermp1,Endoplasmic reticulum metallopeptidase 1 OS=Mus musculus GN=Ermp1 PE=2 SV=2,67250.6,68010.9,68842.2,80648,63227.4,63848.2,68286.1,65221.4
sp|Q8R180|ERO1A_MOUSE,Ero1l,ERO1-like protein alpha OS=Mus musculus GN=Ero1l PE=1 SV=2,64581.8,65981,72650.7,64541.1,80218.6,80891.7,96851.2,95250.2
sp|Q8R2E9|ERO1B_MOUSE,Ero1lb,ERO1-like protein beta OS=Mus musculus GN=Ero1lb PE=1 SV=1,66940.9,64605.6,73455.8,64660.2,76329.9,77280.6,71872.5,70703.8
sp|P57759|ERP29_MOUSE,Erp29,Endoplasmic reticulum resident protein 29 OS=Mus musculus GN=Erp29 PE=1 SV=2,123716.8,125374.1,133613.8,121865.6,138173.2,140818.3,164051.6,171691.9
sp|Q9D1Q6|ERP44_MOUSE,Erp44,Endoplasmic reticulum resident protein 44 OS=Mus musculus GN=Erp44 PE=1 SV=1,126295.5,132479.6,134181.1,120779.8,136934.8,140094.9,154960.7,154781.4
sp|Q99JZ7|ERRFI_MOUSE,Errfi1,ERBB receptor feedback inhibitor 1 OS=Mus musculus GN=Errfi1 PE=1 SV=1,21162.5,20014.4,22305.1,20271.4,31312.3,29136.5,25791.4,23793.7
sp|Q9R0P3|ESTD_MOUSE,Esd,S-formylglutathione hydrolase OS=Mus musculus GN=Esd PE=1 SV=1,151466.1,154783.2,169069.2,142044.7,155561.2,157253.5,166754.2,167890.7
sp|O08580|ERR1_MOUSE,Esrra,Steroid hormone receptor ERR1 OS=Mus musculus GN=Esrra PE=1 SV=4,18282.6,19387.1,14065.5,20415.4,16746.4,16281.7,19692.3,17710.3
sp|Q3U7R1|ESYT1_MOUSE,Esyt1,Extended synaptotagmin-1 OS=Mus musculus GN=Esyt1 PE=1 SV=2,165521.5,160602.7,150797.5,158887.2,152144.4,155596.7,144216.5,138897.7
sp|Q3TZZ7|ESYT2_MOUSE,Esyt2,Extended synaptotagmin-2 OS=Mus musculus GN=Esyt2 PE=1 SV=1,161460.7,157767.6,139474.7,165360.7,156024.8,163972.3,143560.9,145623.9
sp|Q99LC5|ETFA_MOUSE,Etfa,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus GN=Etfa PE=1 SV=2",239217,235766.9,267402,229951.8,224599.7,232003.4,213655.6,214927
sp|Q9DCW4|ETFB_MOUSE,Etfb,Electron transfer flavoprotein subunit beta OS=Mus musculus GN=Etfb PE=1 SV=3,188714.3,188094.8,182173,179701.2,170855.7,178822.8,168669.7,170324.3
sp|Q921G7|ETFD_MOUSE,Etfdh,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus GN=Etfdh PE=1 SV=1",126407.2,125543.2,135809.2,120315.5,120465.1,125871.6,114914,118092.5
sp|Q9DCM0|ETHE1_MOUSE,Ethe1,"Persulfide dioxygenase ETHE1, mitochondrial OS=Mus musculus GN=Ethe1 PE=1 SV=2",26711.1,26923.5,29284.5,28983.3,28811.8,28491.8,26062.7,24739
sp|Q8VD58|EVI2B_MOUSE,Evi2b,Protein EVI2B OS=Mus musculus GN=Evi2b PE=1 SV=1,40955.3,45931.8,34203,34876.1,34361.7,35684.7,30611.2,30715.5
tr|H3BKQ3|H3BKQ3_MOUSE,Evi5l,Protein Evi5l OS=Mus musculus GN=Evi5l PE=4 SV=1,14924.1,16326.5,15854.4,14775.1,14325.7,15026.4,12962.6,13501.2
sp|P70429|EVL_MOUSE,Evl,Ena/VASP-like protein OS=Mus musculus GN=Evl PE=1 SV=2,193270.7,186806.6,164008.4,181496.6,169447.4,175102.2,148978,151724
sp|Q61545|EWS_MOUSE,Ewsr1,RNA-binding protein EWS OS=Mus musculus GN=Ewsr1 PE=1 SV=2,169452.6,176195.2,153596,155155.9,167366.6,171558.6,171583.7,159162.1
sp|Q8R3S6|EXOC1_MOUSE,Exoc1,Exocyst complex component 1 OS=Mus musculus GN=Exoc1 PE=1 SV=4,88995.3,88864.6,83748.1,82188.7,86607.7,86663.6,93454.7,94287.1
sp|Q9D4H1|EXOC2_MOUSE,Exoc2,Exocyst complex component 2 OS=Mus musculus GN=Exoc2 PE=1 SV=1,88690,86663.6,91364.3,84173.1,85847.5,84128.7,89954.9,86531.1
sp|Q6KAR6|EXOC3_MOUSE,Exoc3,Exocyst complex component 3 OS=Mus musculus GN=Exoc3 PE=1 SV=2,89998,92339.7,91154.7,88003.8,93823.7,93471.5,92347.7,91223
sp|O35382|EXOC4_MOUSE,Exoc4,Exocyst complex component 4 OS=Mus musculus GN=Exoc4 PE=1 SV=2,91513.8,92003,95519.3,90165.3,91437.6,90614.7,94624.6,93179.9
sp|Q3TPX4|EXOC5_MOUSE,Exoc5,Exocyst complex component 5 OS=Mus musculus GN=Exoc5 PE=1 SV=2,78286.3,80267.4,84083.8,80547.7,85949,84402.3,80522.2,81789.4
sp|Q8R313|EXOC6_MOUSE,Exoc6,Exocyst complex component 6 OS=Mus musculus GN=Exoc6 PE=1 SV=2,74091.4,74311.2,77294.2,66809.1,79462.8,80212.4,85964.4,90450
tr|Q3U9D6|Q3U9D6_MOUSE,Exoc6,Exocyst complex component 6 OS=Mus musculus GN=Exoc6 PE=2 SV=1,86656.5,85202,88876.2,79178.4,92027.9,91923.3,99048,105060.1
sp|A6H5Z3|EXC6B_MOUSE,Exoc6b,Exocyst complex component 6B OS=Mus musculus GN=Exoc6b PE=2 SV=1,76107.8,76596.9,77350.6,75130.5,71088.5,70041.6,60859.3,60922.3
sp|O35250|EXOC7_MOUSE,Exoc7,Exocyst complex component 7 OS=Mus musculus GN=Exoc7 PE=1 SV=2,71963.6,71706.3,72206.3,70038.1,70171.5,70507.4,74136,75977
sp|Q6PGF7|EXOC8_MOUSE,Exoc8,Exocyst complex component 8 OS=Mus musculus GN=Exoc8 PE=1 SV=1,94550.5,90238.3,90468.4,89757.9,98830.2,97966.4,98716.2,100621.5
sp|Q8C163|EXOG_MOUSE,Exog,"Nuclease EXOG, mitochondrial OS=Mus musculus GN=Exog PE=2 SV=1",73295,67803.1,76210.1,75031.8,77508.4,75589.4,65195.4,67490.4
sp|Q9DAA6|EXOS1_MOUSE,Exosc1,Exosome complex component CSL4 OS=Mus musculus GN=Exosc1 PE=2 SV=1,105092,103997.2,106264.9,101710.2,114637.1,117813.3,117551.7,132171.3
sp|P56960|EXOSX_MOUSE,Exosc10,Exosome component 10 OS=Mus musculus GN=Exosc10 PE=1 SV=2,93897.6,93481.6,48807.2,102250.3,88520.2,90460.7,125883.2,124348.2
sp|Q8VBV3|EXOS2_MOUSE,Exosc2,Exosome complex component RRP4 OS=Mus musculus GN=Exosc2 PE=2 SV=1,90681.6,95693.8,88527,88525.3,102619.6,101919.1,112732,107562.7
